_time,Building,Clients
Fri Apr  8 00:00:00 2022,Henderson,7
Tue Apr  5 00:00:00 2022,Marchand,7
Wed Apr  6 00:00:00 2022,Marchand,7
Fri Apr  8 00:00:00 2022,Marchand,7
Sat Apr  9 00:00:00 2022,Sacre Coeur,7
Sun Apr 10 00:00:00 2022,Seraphin Marion,7
Wed Apr  6 00:00:00 2022,180 Waller,6
Tue Apr  5 00:00:00 2022,200 Wilbrod,6
Thu Apr  7 00:00:00 2022,200 Wilbrod,6
Mon Apr 11 00:00:00 2022,200 Wilbrod,6
Sun Apr 10 00:00:00 2022,600 Peter Morand,6
Tue Apr  5 00:00:00 2022,Gendron,6
Thu Apr  7 00:00:00 2022,Gendron,6
Sat Apr  9 00:00:00 2022,GradHouse,6
Mon Apr  4 00:00:00 2022,Henderson,6
Wed Apr  6 00:00:00 2022,Henderson,6
Mon Apr 11 00:00:00 2022,LEES BLOCK A,6
Thu Apr  7 00:00:00 2022,Marchand,6
Sat Apr  9 00:00:00 2022,Stewart,6
Thu Apr  7 00:00:00 2022,180 Waller,5
Fri Apr  8 00:00:00 2022,180 Waller,5
Sat Apr  9 00:00:00 2022,180 Waller,5
Mon Apr  4 00:00:00 2022,200 Wilbrod,5
Mon Apr 11 00:00:00 2022,316 Rideau,5
Mon Apr  4 00:00:00 2022,850 Peter Morand,5
Sun Apr 10 00:00:00 2022,AlumniHouse,5
Fri Apr  8 00:00:00 2022,Gendron,5
Mon Apr 11 00:00:00 2022,Sacre Coeur,5
Sun Apr 10 00:00:00 2022,1 Stewart,4
Mon Apr  4 00:00:00 2022,180 Waller,4
Sat Apr  9 00:00:00 2022,316 Rideau,4
Mon Apr  4 00:00:00 2022,535 Legget,4
Sun Apr 10 00:00:00 2022,535 Legget,4
Sun Apr 10 00:00:00 2022,Academic Hall,4
Sun Apr 10 00:00:00 2022,Copernicus,4
Sun Apr 10 00:00:00 2022,EMBA,4
Sun Apr 10 00:00:00 2022,LEES BLOCK A,4
Mon Apr  4 00:00:00 2022,Marchand,4
Mon Apr 11 00:00:00 2022,Marchand,4
Mon Apr  4 00:00:00 2022,Stewart,4
Mon Apr 11 00:00:00 2022,Stewart,4
Tue Apr  5 00:00:00 2022,1 Nicholas,3
Wed Apr  6 00:00:00 2022,1 Nicholas,3
Thu Apr  7 00:00:00 2022,1 Nicholas,3
Fri Apr  8 00:00:00 2022,1 Nicholas,3
Sat Apr  9 00:00:00 2022,1 Nicholas,3
Mon Apr 11 00:00:00 2022,180 Waller,3
Mon Apr  4 00:00:00 2022,316 Rideau,3
Wed Apr  6 00:00:00 2022,316 Rideau,3
Sat Apr  9 00:00:00 2022,535 Legget,3
Mon Apr  4 00:00:00 2022,Academic Hall,3
Sun Apr 10 00:00:00 2022,GradHouse,3
Sun Apr 10 00:00:00 2022,Stewart,3
Mon Apr  4 00:00:00 2022,1 Nicholas,2
Sun Apr 10 00:00:00 2022,1 Nicholas,2
Mon Apr 11 00:00:00 2022,1 Nicholas,2
Sun Apr 10 00:00:00 2022,180 Waller,2
Sun Apr 10 00:00:00 2022,200 Wilbrod,2
Mon Apr  4 00:00:00 2022,Gendron,2
Wed Apr  6 00:00:00 2022,Gendron,2
Sun Apr 10 00:00:00 2022,Gendron,2
Mon Apr 11 00:00:00 2022,Gendron,2
Sun Apr 10 00:00:00 2022,Henderson,2
Mon Apr 11 00:00:00 2022,Henderson,2
Sat Apr  9 00:00:00 2022,Marchand,2
Sun Apr 10 00:00:00 2022,Sacre Coeur,2
Sun Apr 10 00:00:00 2022,316 Rideau,1
Wed Apr  6 00:00:00 2022,LEES BLOCK C,1
Sun Apr 10 00:00:00 2022,Marchand,1
Sat Apr  9 00:00:00 2022,Gendron,0
Mon Apr  4 00:00:00 2022,LEES BLOCK B,0
Tue Apr  5 00:00:00 2022,LEES BLOCK B,0
Wed Apr  6 00:00:00 2022,LEES BLOCK B,0
Thu Apr  7 00:00:00 2022,LEES BLOCK B,0
Fri Apr  8 00:00:00 2022,LEES BLOCK B,0
Sat Apr  9 00:00:00 2022,LEES BLOCK B,0
Sun Apr 10 00:00:00 2022,LEES BLOCK B,0
Mon Apr 11 00:00:00 2022,LEES BLOCK B,0
Mon Apr  4 00:00:00 2022,LEES BLOCK C,0
Tue Apr  5 00:00:00 2022,LEES BLOCK C,0
Thu Apr  7 00:00:00 2022,LEES BLOCK C,0
Fri Apr  8 00:00:00 2022,LEES BLOCK C,0
Sat Apr  9 00:00:00 2022,LEES BLOCK C,0
Sun Apr 10 00:00:00 2022,LEES BLOCK C,0
Mon Apr 11 00:00:00 2022,LEES BLOCK C,0
Mon Apr  4 00:00:00 2022,LEES BLOCK D,0
Tue Apr  5 00:00:00 2022,LEES BLOCK D,0
Wed Apr  6 00:00:00 2022,LEES BLOCK D,0
Thu Apr  7 00:00:00 2022,LEES BLOCK D,0
Fri Apr  8 00:00:00 2022,LEES BLOCK D,0
Sat Apr  9 00:00:00 2022,LEES BLOCK D,0
Sun Apr 10 00:00:00 2022,LEES BLOCK D,0
Mon Apr 11 00:00:00 2022,LEES BLOCK D,0
Mon Apr  4 00:00:00 2022,Leblanc,0
Tue Apr  5 00:00:00 2022,Leblanc,0
Wed Apr  6 00:00:00 2022,Leblanc,0
Thu Apr  7 00:00:00 2022,Leblanc,0
Fri Apr  8 00:00:00 2022,Leblanc,0
Sat Apr  9 00:00:00 2022,Leblanc,0
Sun Apr 10 00:00:00 2022,Leblanc,0
Mon Apr 11 00:00:00 2022,Leblanc,0
Sun Apr 10 00:00:00 2022,Morriset,0
Mon Apr  4 00:00:00 2022,Polytek,0
Tue Apr  5 00:00:00 2022,Polytek,0
Wed Apr  6 00:00:00 2022,Polytek,0
Thu Apr  7 00:00:00 2022,Polytek,0
Fri Apr  8 00:00:00 2022,Polytek,0
Sat Apr  9 00:00:00 2022,Polytek,0
Sun Apr 10 00:00:00 2022,Polytek,0
Mon Apr 11 00:00:00 2022,Polytek,0
