Building,"_time",Clients
MontPetit,"2022-01-15T00:00:00.000-0500",18
Morisset,"2021-12-23T00:00:00.000-0500",18
SITE,"2021-12-25T00:00:00.000-0500",18
SITE,"2022-01-03T00:00:00.000-0500",18
"Sacre Coeur","2022-01-02T00:00:00.000-0500",18
"Sacre Coeur","2022-01-16T00:00:00.000-0500",18
"Sacre Coeur","2022-02-03T00:00:00.000-0500",18
Simard,"2021-12-22T00:00:00.000-0500",18
Simard,"2022-02-05T00:00:00.000-0500",18
Simard,"2022-02-06T00:00:00.000-0500",18
Tabaret,"2021-12-19T00:00:00.000-0500",18
Tabaret,"2022-01-30T00:00:00.000-0500",18
Vanier,"2021-12-30T00:00:00.000-0500",18
Vanier,"2022-01-08T00:00:00.000-0500",18
Vanier,"2022-01-09T00:00:00.000-0500",18
"535 Legget","2021-12-20T00:00:00.000-0500",17
"600 Peter Morand","2021-12-04T00:00:00.000-0500",17
"600 Peter Morand","2022-01-12T00:00:00.000-0500",17
"850 Peter Morand","2021-11-24T00:00:00.000-0500",17
"850 Peter Morand","2022-01-11T00:00:00.000-0500",17
"Academic Hall","2021-11-22T00:00:00.000-0500",17
"Academic Hall","2022-01-18T00:00:00.000-0500",17
AlumniHouse,"2022-02-10T00:00:00.000-0500",17
Brooks,"2021-11-27T00:00:00.000-0500",17
Copernicus,"2021-12-15T00:00:00.000-0500",17
Copernicus,"2022-02-07T00:00:00.000-0500",17
Fauteux,"2021-12-23T00:00:00.000-0500",17
Fauteux,"2022-01-09T00:00:00.000-0500",17
Hagen,"2021-12-05T00:00:00.000-0500",17
Hagen,"2022-01-10T00:00:00.000-0500",17
"LEES BLOCK A","2021-12-08T00:00:00.000-0500",17
"LEES BLOCK E","2021-12-05T00:00:00.000-0500",17
LMX,"2021-12-18T00:00:00.000-0500",17
LMX,"2021-12-19T00:00:00.000-0500",17
LMX,"2022-01-16T00:00:00.000-0500",17
LPR,"2021-12-29T00:00:00.000-0500",17
LPR,"2022-01-08T00:00:00.000-0500",17
LPR,"2022-01-16T00:00:00.000-0500",17
LPR,"2022-02-05T00:00:00.000-0500",17
MCU,"2021-12-29T00:00:00.000-0500",17
MontPetit,"2022-01-09T00:00:00.000-0500",17
Morisset,"2021-12-28T00:00:00.000-0500",17
Morisset,"2021-12-29T00:00:00.000-0500",17
Morisset,"2022-01-03T00:00:00.000-0500",17
"Sacre Coeur","2021-12-24T00:00:00.000-0500",17
"Sacre Coeur","2022-02-06T00:00:00.000-0500",17
"Sacre Coeur","2022-02-10T00:00:00.000-0500",17
"Seraphin Marion","2021-11-20T00:00:00.000-0500",17
"Seraphin Marion","2021-12-17T00:00:00.000-0500",17
Simard,"2021-11-27T00:00:00.000-0500",17
Simard,"2022-01-04T00:00:00.000-0500",17
Simard,"2022-01-29T00:00:00.000-0500",17
Thompson,"2022-01-07T00:00:00.000-0500",17
Thompson,"2022-01-15T00:00:00.000-0500",17
Thompson,"2022-01-29T00:00:00.000-0500",17
Thompson,"2022-01-30T00:00:00.000-0500",17
bioScience,"2022-01-02T00:00:00.000-0500",17
"1 Stewart","2021-11-22T00:00:00.000-0500",16
"1 Stewart","2021-12-02T00:00:00.000-0500",16
"1 Stewart","2021-12-07T00:00:00.000-0500",16
"1 Stewart","2021-12-16T00:00:00.000-0500",16
"100 Laurier","2022-01-14T00:00:00.000-0500",16
"100 Laurier","2022-02-05T00:00:00.000-0500",16
"600 Peter Morand","2021-11-20T00:00:00.000-0500",16
"600 Peter Morand","2022-01-13T00:00:00.000-0500",16
"600 Peter Morand","2022-01-27T00:00:00.000-0500",16
"850 Peter Morand","2021-12-03T00:00:00.000-0500",16
"Academic Hall","2021-12-02T00:00:00.000-0500",16
"Academic Hall","2022-01-25T00:00:00.000-0500",16
"Academic Hall","2022-01-28T00:00:00.000-0500",16
AlumniHouse,"2022-02-08T00:00:00.000-0500",16
Arts,"2022-01-04T00:00:00.000-0500",16
Arts,"2022-01-07T00:00:00.000-0500",16
Arts,"2022-01-17T00:00:00.000-0500",16
Brooks,"2021-11-20T00:00:00.000-0500",16
Brooks,"2022-01-04T00:00:00.000-0500",16
Brooks,"2022-01-10T00:00:00.000-0500",16
Copernicus,"2021-12-06T00:00:00.000-0500",16
Copernicus,"2021-12-16T00:00:00.000-0500",16
Copernicus,"2022-02-09T00:00:00.000-0500",16
DMS,"2021-12-23T00:00:00.000-0500",16
DMS,"2022-01-16T00:00:00.000-0500",16
DMS,"2022-01-23T00:00:00.000-0500",16
DMS,"2022-01-29T00:00:00.000-0500",16
DMS,"2022-02-06T00:00:00.000-0500",16
Gendron,"2021-12-03T00:00:00.000-0500",16
GradHouse,"2021-11-17T00:00:00.000-0500",16
GradHouse,"2021-12-07T00:00:00.000-0500",16
GradHouse,"2022-02-04T00:00:00.000-0500",16
Henderson,"2021-11-22T00:00:00.000-0500",16
KED,"2021-12-22T00:00:00.000-0500",16
"LEES BLOCK A","2021-11-28T00:00:00.000-0500",16
LPR,"2021-12-23T00:00:00.000-0500",16
LPR,"2021-12-28T00:00:00.000-0500",16
LPR,"2022-01-01T00:00:00.000-0500",16
LPR,"2022-01-03T00:00:00.000-0500",16
LPR,"2022-01-22T00:00:00.000-0500",16
LPR,"2022-01-23T00:00:00.000-0500",16
LPR,"2022-02-06T00:00:00.000-0500",16
MCU,"2021-12-28T00:00:00.000-0500",16
MCU,"2022-01-02T00:00:00.000-0500",16
MCU,"2022-01-30T00:00:00.000-0500",16
Marion,"2021-12-31T00:00:00.000-0500",16
Marion,"2022-01-01T00:00:00.000-0500",16
Perez,"2021-12-18T00:00:00.000-0500",16
Perez,"2022-01-04T00:00:00.000-0500",16
SITE,"2022-01-08T00:00:00.000-0500",16
SITE,"2022-01-09T00:00:00.000-0500",16
SPX,"2021-12-26T00:00:00.000-0500",16
SPX,"2021-12-30T00:00:00.000-0500",16
SPX,"2021-12-31T00:00:00.000-0500",16
"Sacre Coeur","2021-11-24T00:00:00.000-0500",16
"Sacre Coeur","2022-02-08T00:00:00.000-0500",16
"Seraphin Marion","2021-11-21T00:00:00.000-0500",16
"Seraphin Marion","2022-01-10T00:00:00.000-0500",16
Simard,"2021-12-05T00:00:00.000-0500",16
Simard,"2021-12-19T00:00:00.000-0500",16
Simard,"2022-01-13T00:00:00.000-0500",16
Simard,"2022-01-23T00:00:00.000-0500",16
Thompson,"2022-01-06T00:00:00.000-0500",16
Vanier,"2021-12-23T00:00:00.000-0500",16
"1 Stewart","2021-12-10T00:00:00.000-0500",15
"100 Laurier","2022-01-06T00:00:00.000-0500",15
"100 Laurier","2022-01-17T00:00:00.000-0500",15
"100 Laurier","2022-01-22T00:00:00.000-0500",15
"180 Waller","2021-12-15T00:00:00.000-0500",15
"535 Legget","2021-12-08T00:00:00.000-0500",15
"850 Peter Morand","2021-12-06T00:00:00.000-0500",15
"850 Peter Morand","2022-02-07T00:00:00.000-0500",15
"Academic Hall","2022-01-12T00:00:00.000-0500",15
"Academic Hall","2022-01-13T00:00:00.000-0500",15
"Academic Hall","2022-02-03T00:00:00.000-0500",15
AlumniHouse,"2021-11-17T00:00:00.000-0500",15
AlumniHouse,"2021-11-18T00:00:00.000-0500",15
AlumniHouse,"2021-11-23T00:00:00.000-0500",15
AlumniHouse,"2021-11-29T00:00:00.000-0500",15
AlumniHouse,"2022-02-02T00:00:00.000-0500",15
AlumniHouse,"2022-02-03T00:00:00.000-0500",15
AlumniHouse,"2022-02-07T00:00:00.000-0500",15
Arts,"2021-11-27T00:00:00.000-0500",15
Arts,"2021-11-28T00:00:00.000-0500",15
Copernicus,"2021-11-17T00:00:00.000-0500",15
Copernicus,"2021-12-02T00:00:00.000-0500",15
DMS,"2021-12-30T00:00:00.000-0500",15
DMS,"2022-01-09T00:00:00.000-0500",15
Fauteux,"2021-12-27T00:00:00.000-0500",15
Fauteux,"2021-12-29T00:00:00.000-0500",15
GradHouse,"2021-12-09T00:00:00.000-0500",15
Hagen,"2021-11-28T00:00:00.000-0500",15
Hagen,"2021-12-04T00:00:00.000-0500",15
Hagen,"2021-12-12T00:00:00.000-0500",15
Hagen,"2022-01-12T00:00:00.000-0500",15
Henderson,"2021-11-16T00:00:00.000-0500",15
Henderson,"2021-11-18T00:00:00.000-0500",15
Henderson,"2021-11-24T00:00:00.000-0500",15
LMX,"2022-01-05T00:00:00.000-0500",15
LMX,"2022-01-06T00:00:00.000-0500",15
LPR,"2021-12-26T00:00:00.000-0500",15
LPR,"2021-12-27T00:00:00.000-0500",15
LPR,"2022-01-02T00:00:00.000-0500",15
Marion,"2021-12-28T00:00:00.000-0500",15
Marion,"2022-01-02T00:00:00.000-0500",15
Morisset,"2021-12-24T00:00:00.000-0500",15
SITE,"2021-12-29T00:00:00.000-0500",15
SPX,"2022-01-30T00:00:00.000-0500",15
"Sacre Coeur","2022-02-01T00:00:00.000-0500",15
"Seraphin Marion","2022-02-04T00:00:00.000-0500",15
"Seraphin Marion","2022-02-11T00:00:00.000-0500",15
Simard,"2021-12-18T00:00:00.000-0500",15
Simard,"2022-01-15T00:00:00.000-0500",15
Simard,"2022-01-30T00:00:00.000-0500",15
Tabaret,"2021-12-23T00:00:00.000-0500",15
Tabaret,"2022-01-08T00:00:00.000-0500",15
Tabaret,"2022-01-16T00:00:00.000-0500",15
Vanier,"2022-01-03T00:00:00.000-0500",15
"1 Stewart","2021-12-17T00:00:00.000-0500",14
"100 Laurier","2022-01-07T00:00:00.000-0500",14
"100 Laurier","2022-01-23T00:00:00.000-0500",14
"100 Laurier","2022-02-06T00:00:00.000-0500",14
"316 Rideau","2021-12-15T00:00:00.000-0500",14
"535 Legget","2021-11-30T00:00:00.000-0500",14
"535 Legget","2021-12-21T00:00:00.000-0500",14
"600 Peter Morand","2022-01-21T00:00:00.000-0500",14
"850 Peter Morand","2022-01-18T00:00:00.000-0500",14
AlumniHouse,"2021-11-22T00:00:00.000-0500",14
AlumniHouse,"2021-12-03T00:00:00.000-0500",14
AlumniHouse,"2021-12-05T00:00:00.000-0500",14
AlumniHouse,"2021-12-08T00:00:00.000-0500",14
AlumniHouse,"2022-01-28T00:00:00.000-0500",14
AlumniHouse,"2022-02-09T00:00:00.000-0500",14
Arts,"2021-12-18T00:00:00.000-0500",14
Arts,"2022-01-22T00:00:00.000-0500",14
Arts,"2022-01-29T00:00:00.000-0500",14
Brooks,"2021-12-11T00:00:00.000-0500",14
Brooks,"2022-02-05T00:00:00.000-0500",14
Copernicus,"2021-11-18T00:00:00.000-0500",14
Copernicus,"2021-11-25T00:00:00.000-0500",14
Copernicus,"2021-12-07T00:00:00.000-0500",14
Copernicus,"2022-02-03T00:00:00.000-0500",14
DMS,"2021-12-25T00:00:00.000-0500",14
DMS,"2021-12-29T00:00:00.000-0500",14
DMS,"2021-12-31T00:00:00.000-0500",14
DMS,"2022-01-03T00:00:00.000-0500",14
DMS,"2022-01-30T00:00:00.000-0500",14
EMBA,"2021-11-17T00:00:00.000-0500",14
Fauteux,"2021-12-25T00:00:00.000-0500",14
Fauteux,"2021-12-30T00:00:00.000-0500",14
GradHouse,"2021-11-29T00:00:00.000-0500",14
GradHouse,"2021-11-30T00:00:00.000-0500",14
GradHouse,"2021-12-01T00:00:00.000-0500",14
GradHouse,"2022-02-09T00:00:00.000-0500",14
Hagen,"2021-12-20T00:00:00.000-0500",14
Hagen,"2022-01-07T00:00:00.000-0500",14
Hagen,"2022-01-15T00:00:00.000-0500",14
Hagen,"2022-02-06T00:00:00.000-0500",14
Henderson,"2021-11-17T00:00:00.000-0500",14
Henderson,"2022-02-10T00:00:00.000-0500",14
KED,"2022-01-04T00:00:00.000-0500",14
KED,"2022-01-08T00:00:00.000-0500",14
KED,"2022-01-30T00:00:00.000-0500",14
KED,"2022-02-11T00:00:00.000-0500",14
"LEES BLOCK A","2021-11-21T00:00:00.000-0500",14
"LEES BLOCK E","2021-12-19T00:00:00.000-0500",14
"LEES BLOCK E","2021-12-23T00:00:00.000-0500",14
"LEES BLOCK E","2021-12-24T00:00:00.000-0500",14
"LEES BLOCK E","2022-01-03T00:00:00.000-0500",14
LPR,"2021-12-30T00:00:00.000-0500",14
LPR,"2021-12-31T00:00:00.000-0500",14
Marchand,"2021-11-16T00:00:00.000-0500",14
Morisset,"2021-12-31T00:00:00.000-0500",14
Morriset,"2021-12-22T00:00:00.000-0500",14
Perez,"2021-12-21T00:00:00.000-0500",14
SPX,"2022-01-29T00:00:00.000-0500",14
"Sacre Coeur","2022-02-07T00:00:00.000-0500",14
"Seraphin Marion","2022-01-21T00:00:00.000-0500",14
"Seraphin Marion","2022-01-31T00:00:00.000-0500",14
Simard,"2022-01-09T00:00:00.000-0500",14
Thompson,"2021-12-22T00:00:00.000-0500",14
Thompson,"2022-01-08T00:00:00.000-0500",14
Vanier,"2021-12-29T00:00:00.000-0500",14
"1 Stewart","2021-11-24T00:00:00.000-0500",13
"1 Stewart","2022-01-11T00:00:00.000-0500",13
"100 Laurier","2021-12-19T00:00:00.000-0500",13
"100 Laurier","2022-01-05T00:00:00.000-0500",13
"100 Laurier","2022-01-16T00:00:00.000-0500",13
"316 Rideau","2021-11-16T00:00:00.000-0500",13
"316 Rideau","2022-01-24T00:00:00.000-0500",13
"535 Legget","2021-11-25T00:00:00.000-0500",13
"535 Legget","2021-12-02T00:00:00.000-0500",13
"535 Legget","2022-01-31T00:00:00.000-0500",13
"600 Peter Morand","2021-12-11T00:00:00.000-0500",13
"850 Peter Morand","2021-12-10T00:00:00.000-0500",13
"850 Peter Morand","2021-12-14T00:00:00.000-0500",13
"Academic Hall","2022-02-11T00:00:00.000-0500",13
AlumniHouse,"2021-11-20T00:00:00.000-0500",13
AlumniHouse,"2021-11-26T00:00:00.000-0500",13
AlumniHouse,"2021-12-02T00:00:00.000-0500",13
AlumniHouse,"2021-12-09T00:00:00.000-0500",13
AlumniHouse,"2021-12-15T00:00:00.000-0500",13
AlumniHouse,"2022-02-05T00:00:00.000-0500",13
Arts,"2022-01-23T00:00:00.000-0500",13
Brooks,"2021-12-04T00:00:00.000-0500",13
Brooks,"2021-12-05T00:00:00.000-0500",13
Brooks,"2022-01-07T00:00:00.000-0500",13
Brooks,"2022-02-06T00:00:00.000-0500",13
Copernicus,"2021-11-22T00:00:00.000-0500",13
Copernicus,"2021-12-03T00:00:00.000-0500",13
Copernicus,"2021-12-08T00:00:00.000-0500",13
Copernicus,"2022-02-04T00:00:00.000-0500",13
DMS,"2021-12-28T00:00:00.000-0500",13
DMS,"2022-01-02T00:00:00.000-0500",13
Fauteux,"2021-12-31T00:00:00.000-0500",13
GradHouse,"2021-11-19T00:00:00.000-0500",13
GradHouse,"2021-11-23T00:00:00.000-0500",13
Hagen,"2021-12-11T00:00:00.000-0500",13
Hagen,"2021-12-21T00:00:00.000-0500",13
Henderson,"2021-12-09T00:00:00.000-0500",13
Henderson,"2022-01-31T00:00:00.000-0500",13
Henderson,"2022-02-04T00:00:00.000-0500",13
KED,"2021-12-19T00:00:00.000-0500",13
KED,"2021-12-24T00:00:00.000-0500",13
"LEES BLOCK A","2022-01-29T00:00:00.000-0500",13
"LEES BLOCK E","2022-01-29T00:00:00.000-0500",13
MCU,"2021-12-26T00:00:00.000-0500",13
MontPetit,"2021-12-24T00:00:00.000-0500",13
Morriset,"2022-02-11T00:00:00.000-0500",13
Perez,"2022-01-03T00:00:00.000-0500",13
Perez,"2022-01-06T00:00:00.000-0500",13
SPX,"2022-01-01T00:00:00.000-0500",13
"Sacre Coeur","2021-12-16T00:00:00.000-0500",13
"Sacre Coeur","2021-12-25T00:00:00.000-0500",13
"Sacre Coeur","2022-01-31T00:00:00.000-0500",13
"Seraphin Marion","2021-12-11T00:00:00.000-0500",13
Simard,"2022-01-03T00:00:00.000-0500",13
Simard,"2022-01-08T00:00:00.000-0500",13
Tabaret,"2021-12-29T00:00:00.000-0500",13
"1 Stewart","2022-01-07T00:00:00.000-0500",12
"1 Stewart","2022-01-20T00:00:00.000-0500",12
"1 Stewart","2022-02-08T00:00:00.000-0500",12
"100 Laurier","2021-12-21T00:00:00.000-0500",12
"100 Laurier","2022-01-04T00:00:00.000-0500",12
"100 Laurier","2022-01-29T00:00:00.000-0500",12
"316 Rideau","2021-11-30T00:00:00.000-0500",12
"535 Legget","2021-11-18T00:00:00.000-0500",12
"535 Legget","2021-12-01T00:00:00.000-0500",12
"535 Legget","2022-01-27T00:00:00.000-0500",12
"600 Peter Morand","2021-11-27T00:00:00.000-0500",12
"600 Peter Morand","2021-12-12T00:00:00.000-0500",12
"600 Peter Morand","2021-12-18T00:00:00.000-0500",12
"600 Peter Morand","2022-01-05T00:00:00.000-0500",12
"600 Peter Morand","2022-01-10T00:00:00.000-0500",12
"Academic Hall","2022-02-07T00:00:00.000-0500",12
AlumniHouse,"2021-11-25T00:00:00.000-0500",12
AlumniHouse,"2021-12-07T00:00:00.000-0500",12
AlumniHouse,"2021-12-13T00:00:00.000-0500",12
AlumniHouse,"2021-12-16T00:00:00.000-0500",12
Arts,"2022-01-16T00:00:00.000-0500",12
Brooks,"2021-12-12T00:00:00.000-0500",12
Brooks,"2022-01-29T00:00:00.000-0500",12
CRX,"2021-12-23T00:00:00.000-0500",12
Copernicus,"2021-11-26T00:00:00.000-0500",12
Copernicus,"2021-12-14T00:00:00.000-0500",12
Copernicus,"2021-12-20T00:00:00.000-0500",12
Copernicus,"2022-01-31T00:00:00.000-0500",12
DMS,"2021-12-26T00:00:00.000-0500",12
EMBA,"2021-11-24T00:00:00.000-0500",12
Fauteux,"2021-12-26T00:00:00.000-0500",12
Fauteux,"2022-01-01T00:00:00.000-0500",12
Fauteux,"2022-01-02T00:00:00.000-0500",12
Fauteux,"2022-01-03T00:00:00.000-0500",12
Gendron,"2021-11-19T00:00:00.000-0500",12
GradHouse,"2021-12-06T00:00:00.000-0500",12
GradHouse,"2022-02-02T00:00:00.000-0500",12
Hagen,"2021-12-22T00:00:00.000-0500",12
Hagen,"2022-01-08T00:00:00.000-0500",12
Henderson,"2021-12-06T00:00:00.000-0500",12
Henderson,"2021-12-10T00:00:00.000-0500",12
Henderson,"2022-02-02T00:00:00.000-0500",12
KED,"2022-01-06T00:00:00.000-0500",12
"LEES BLOCK A","2021-12-11T00:00:00.000-0500",12
"LEES BLOCK A","2021-12-12T00:00:00.000-0500",12
"LEES BLOCK E","2021-12-25T00:00:00.000-0500",12
"LEES BLOCK E","2021-12-29T00:00:00.000-0500",12
LMX,"2022-01-15T00:00:00.000-0500",12
Marchand,"2021-11-24T00:00:00.000-0500",12
Marchand,"2021-11-30T00:00:00.000-0500",12
MontPetit,"2021-12-23T00:00:00.000-0500",12
MontPetit,"2021-12-25T00:00:00.000-0500",12
Morisset,"2021-12-30T00:00:00.000-0500",12
Perez,"2021-12-22T00:00:00.000-0500",12
"Seraphin Marion","2021-12-12T00:00:00.000-0500",12
"Seraphin Marion","2021-12-20T00:00:00.000-0500",12
"Seraphin Marion","2021-12-21T00:00:00.000-0500",12
"Seraphin Marion","2022-01-07T00:00:00.000-0500",12
Simard,"2021-12-23T00:00:00.000-0500",12
Simard,"2021-12-25T00:00:00.000-0500",12
Simard,"2021-12-28T00:00:00.000-0500",12
Stewart,"2021-12-01T00:00:00.000-0500",12
Stewart,"2021-12-03T00:00:00.000-0500",12
Tabaret,"2021-12-28T00:00:00.000-0500",12
Tabaret,"2022-01-03T00:00:00.000-0500",12
Thompson,"2022-01-04T00:00:00.000-0500",12
Vanier,"2021-12-24T00:00:00.000-0500",12
Vanier,"2021-12-27T00:00:00.000-0500",12
Vanier,"2021-12-28T00:00:00.000-0500",12
"1 Stewart","2021-11-17T00:00:00.000-0500",11
"1 Stewart","2021-11-29T00:00:00.000-0500",11
"100 Laurier","2021-12-22T00:00:00.000-0500",11
"180 Waller","2021-11-16T00:00:00.000-0500",11
"316 Rideau","2021-11-18T00:00:00.000-0500",11
"316 Rideau","2022-01-25T00:00:00.000-0500",11
"316 Rideau","2022-02-01T00:00:00.000-0500",11
"535 Legget","2021-12-28T00:00:00.000-0500",11
"600 Peter Morand","2022-01-06T00:00:00.000-0500",11
"600 Peter Morand","2022-01-31T00:00:00.000-0500",11
"850 Peter Morand","2021-11-27T00:00:00.000-0500",11
"850 Peter Morand","2021-12-17T00:00:00.000-0500",11
"850 Peter Morand","2022-01-13T00:00:00.000-0500",11
"850 Peter Morand","2022-02-09T00:00:00.000-0500",11
AlumniHouse,"2021-12-10T00:00:00.000-0500",11
AlumniHouse,"2022-02-04T00:00:00.000-0500",11
AlumniHouse,"2022-02-11T00:00:00.000-0500",11
Arts,"2021-12-05T00:00:00.000-0500",11
Arts,"2021-12-29T00:00:00.000-0500",11
Arts,"2022-01-08T00:00:00.000-0500",11
Arts,"2022-02-05T00:00:00.000-0500",11
Arts,"2022-02-06T00:00:00.000-0500",11
Brooks,"2021-12-20T00:00:00.000-0500",11
Brooks,"2021-12-21T00:00:00.000-0500",11
Brooks,"2022-01-22T00:00:00.000-0500",11
Brooks,"2022-01-23T00:00:00.000-0500",11
Brooks,"2022-01-30T00:00:00.000-0500",11
Copernicus,"2021-11-23T00:00:00.000-0500",11
Copernicus,"2021-11-24T00:00:00.000-0500",11
Copernicus,"2021-12-09T00:00:00.000-0500",11
Copernicus,"2022-01-27T00:00:00.000-0500",11
DMS,"2021-12-27T00:00:00.000-0500",11
DMS,"2022-01-01T00:00:00.000-0500",11
EMBA,"2021-12-07T00:00:00.000-0500",11
Fauteux,"2021-12-28T00:00:00.000-0500",11
GradHouse,"2021-11-18T00:00:00.000-0500",11
GradHouse,"2021-11-24T00:00:00.000-0500",11
GradHouse,"2021-12-15T00:00:00.000-0500",11
GradHouse,"2022-02-08T00:00:00.000-0500",11
Hagen,"2022-01-09T00:00:00.000-0500",11
Hagen,"2022-01-17T00:00:00.000-0500",11
Henderson,"2021-12-07T00:00:00.000-0500",11
Henderson,"2021-12-13T00:00:00.000-0500",11
Henderson,"2021-12-14T00:00:00.000-0500",11
KED,"2021-12-23T00:00:00.000-0500",11
KED,"2021-12-27T00:00:00.000-0500",11
KED,"2022-01-03T00:00:00.000-0500",11
KED,"2022-01-09T00:00:00.000-0500",11
KED,"2022-01-17T00:00:00.000-0500",11
"LEES BLOCK A","2022-01-22T00:00:00.000-0500",11
LMX,"2022-01-07T00:00:00.000-0500",11
MCU,"2022-01-01T00:00:00.000-0500",11
Marchand,"2021-11-17T00:00:00.000-0500",11
MontPetit,"2022-01-03T00:00:00.000-0500",11
Morisset,"2022-01-02T00:00:00.000-0500",11
Perez,"2021-12-28T00:00:00.000-0500",11
Perez,"2021-12-31T00:00:00.000-0500",11
"Sacre Coeur","2021-11-30T00:00:00.000-0500",11
"Sacre Coeur","2021-12-26T00:00:00.000-0500",11
"Seraphin Marion","2022-02-01T00:00:00.000-0500",11
Simard,"2021-12-29T00:00:00.000-0500",11
Simard,"2021-12-30T00:00:00.000-0500",11
Stewart,"2021-11-16T00:00:00.000-0500",11
Vanier,"2021-12-31T00:00:00.000-0500",11
"1 Stewart","2021-11-20T00:00:00.000-0500",10
"1 Stewart","2021-12-06T00:00:00.000-0500",10
"1 Stewart","2021-12-13T00:00:00.000-0500",10
"1 Stewart","2021-12-20T00:00:00.000-0500",10
"1 Stewart","2022-01-25T00:00:00.000-0500",10
"1 Stewart","2022-02-02T00:00:00.000-0500",10
"1 Stewart","2022-02-03T00:00:00.000-0500",10
"180 Waller","2021-12-08T00:00:00.000-0500",10
"316 Rideau","2021-11-25T00:00:00.000-0500",10
"316 Rideau","2021-12-01T00:00:00.000-0500",10
"316 Rideau","2021-12-14T00:00:00.000-0500",10
"316 Rideau","2022-01-17T00:00:00.000-0500",10
"316 Rideau","2022-02-04T00:00:00.000-0500",10
"316 Rideau","2022-02-10T00:00:00.000-0500",10
"535 Legget","2021-12-03T00:00:00.000-0500",10
"535 Legget","2022-01-05T00:00:00.000-0500",10
"600 Peter Morand","2021-12-20T00:00:00.000-0500",10
"850 Peter Morand","2022-02-03T00:00:00.000-0500",10
"Academic Hall","2021-12-06T00:00:00.000-0500",10
"Academic Hall","2021-12-15T00:00:00.000-0500",10
"Academic Hall","2022-01-10T00:00:00.000-0500",10
"Academic Hall","2022-01-24T00:00:00.000-0500",10
AlumniHouse,"2021-11-21T00:00:00.000-0500",10
AlumniHouse,"2021-11-27T00:00:00.000-0500",10
AlumniHouse,"2021-12-04T00:00:00.000-0500",10
AlumniHouse,"2021-12-06T00:00:00.000-0500",10
AlumniHouse,"2021-12-17T00:00:00.000-0500",10
Arts,"2021-12-28T00:00:00.000-0500",10
Arts,"2022-01-15T00:00:00.000-0500",10
Arts,"2022-01-30T00:00:00.000-0500",10
Brooks,"2021-12-19T00:00:00.000-0500",10
Brooks,"2022-01-17T00:00:00.000-0500",10
Copernicus,"2021-11-19T00:00:00.000-0500",10
Copernicus,"2021-11-29T00:00:00.000-0500",10
Copernicus,"2021-12-04T00:00:00.000-0500",10
Copernicus,"2021-12-21T00:00:00.000-0500",10
Copernicus,"2022-01-11T00:00:00.000-0500",10
EMBA,"2021-11-23T00:00:00.000-0500",10
EMBA,"2021-11-29T00:00:00.000-0500",10
EMBA,"2022-01-25T00:00:00.000-0500",10
GradHouse,"2021-12-16T00:00:00.000-0500",10
GradHouse,"2022-01-31T00:00:00.000-0500",10
GradHouse,"2022-02-07T00:00:00.000-0500",10
GradHouse,"2022-02-10T00:00:00.000-0500",10
Hagen,"2021-12-18T00:00:00.000-0500",10
Hagen,"2022-01-16T00:00:00.000-0500",10
Henderson,"2021-11-27T00:00:00.000-0500",10
Henderson,"2021-12-01T00:00:00.000-0500",10
Henderson,"2021-12-15T00:00:00.000-0500",10
KED,"2021-12-29T00:00:00.000-0500",10
KED,"2021-12-30T00:00:00.000-0500",10
"LEES BLOCK A","2021-11-27T00:00:00.000-0500",10
"LEES BLOCK A","2021-12-13T00:00:00.000-0500",10
"LEES BLOCK A","2022-01-15T00:00:00.000-0500",10
"LEES BLOCK A","2022-01-17T00:00:00.000-0500",10
"LEES BLOCK E","2022-01-15T00:00:00.000-0500",10
"LEES BLOCK E","2022-01-30T00:00:00.000-0500",10
"LEES BLOCK E","2022-02-05T00:00:00.000-0500",10
LMX,"2022-01-04T00:00:00.000-0500",10
Marchand,"2021-11-19T00:00:00.000-0500",10
MontPetit,"2021-12-28T00:00:00.000-0500",10
MontPetit,"2021-12-30T00:00:00.000-0500",10
MontPetit,"2021-12-31T00:00:00.000-0500",10
Morisset,"2021-12-27T00:00:00.000-0500",10
Perez,"2021-12-19T00:00:00.000-0500",10
Perez,"2021-12-30T00:00:00.000-0500",10
SITE,"2021-12-26T00:00:00.000-0500",10
SITE,"2021-12-31T00:00:00.000-0500",10
SITE,"2022-01-02T00:00:00.000-0500",10
"Sacre Coeur","2021-11-23T00:00:00.000-0500",10
"Seraphin Marion","2021-12-18T00:00:00.000-0500",10
"Seraphin Marion","2022-01-06T00:00:00.000-0500",10
Simard,"2021-12-24T00:00:00.000-0500",10
Simard,"2021-12-26T00:00:00.000-0500",10
Simard,"2022-01-01T00:00:00.000-0500",10
Stewart,"2022-02-08T00:00:00.000-0500",10
Thompson,"2022-01-03T00:00:00.000-0500",10
Vanier,"2022-01-02T00:00:00.000-0500",10
"1 Stewart","2022-01-10T00:00:00.000-0500",9
"1 Stewart","2022-01-18T00:00:00.000-0500",9
"1 Stewart","2022-02-09T00:00:00.000-0500",9
"100 Laurier","2022-01-15T00:00:00.000-0500",9
"180 Waller","2021-12-09T00:00:00.000-0500",9
"180 Waller","2022-02-08T00:00:00.000-0500",9
"316 Rideau","2021-11-24T00:00:00.000-0500",9
"316 Rideau","2021-11-26T00:00:00.000-0500",9
"316 Rideau","2021-12-06T00:00:00.000-0500",9
"316 Rideau","2021-12-13T00:00:00.000-0500",9
